tradingSymbol,amc,fund,fundLowerCase,purchaseAllowed,redemptionAllowed,minPurchaseAmt,purchaseAmtMulti,minAdditionalPurchaseAmt,minRedemptionQty,redemptionQtyMulti,dividendType,formattedDividendType,dividendInterval,dividend,formattedDividendTypeToIDCW,lastDividendDate,lastDividendPercent,scheme,subScheme,plan,settlementType,lastPrice,lastPriceDate,changePercent,launchDate,exitLoad,exitLoadSlab,expenseRatio,oneYearPercent,twoYearPercent,threeYearPercent,fourYearPercent,fiveYearPercent,amcSipFlag,aum,manager,lockIn,risk,fileNamePath,fundPrimaryDetail,type,name,full_name,isin,haircut,value
INF194KB1BL2,IDFCMUTUALFUND_MF,IDFC CRISIL Gilt 2027 Index Fund,idfc crisil gilt 2027 index fund,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Index Funds,Index Funds,Regular,T1,10.655,23-12-2022,-0.0591,12-03-2021,0,Nil,0.41,1.7242,0,0,0,0,FALSE,69736000000,Mr. Harshal Joshi,0,3,Coins_SVGs-112.svg,inf194kb1bl2 idfc crisil gilt 2027 index fund index funds index funds growth,mf,IDGIF2027G,IDFC CRISIL GILT 2027 INDEX FUND REGULAR PLAN-GROWTH,INF194KB1BL2,10,90
INF194KB1BP3,IDFCMUTUALFUND_MF,IDFC CRISIL Gilt 2027 Index Fund,idfc crisil gilt 2027 index fund,TRUE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Index Funds,Index Funds,Direct,T1,10.7017,23-12-2022,-0.0579,12-03-2021,0,Nil,0.16,1.9792,0,0,0,0,TRUE,69736000000,Mr. Harshal Joshi,0,3,Coins_SVGs-112.svg,inf194kb1bp3 idfc crisil gilt 2027 index fund index funds index funds growth,mf,IGIF2027DG,IDFC CRISIL GILT 2027 INDEX FUND DIRECT PLAN-GROWTH,INF194KB1BP3,10,90
INF194KB1BS7,IDFCMUTUALFUND_MF,IDFC CRISIL Gilt 2028 Index Fund,idfc crisil gilt 2028 index fund,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Index Funds,Index Funds,Regular,T1,10.6699,23-12-2022,-0.0684,12-03-2021,0,Nil,0.41,1.8091,0,0,0,0,FALSE,28664100000,Mr. Harshal Joshi,0,3,Coins_SVGs-112.svg,inf194kb1bs7 idfc crisil gilt 2028 index fund index funds index funds growth,mf,IDGIF2028G,IDFC CRISIL GILT 2028 INDEX FUND REGULAR PLAN-GROWTH,INF194KB1BS7,10,90
INF194KB1BV1,IDFCMUTUALFUND_MF,IDFC CRISIL Gilt 2028 Index Fund,idfc crisil gilt 2028 index fund,TRUE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Index Funds,Index Funds,Direct,T1,10.7166,23-12-2022,-0.0671,12-03-2021,0,Nil,0.16,2.0599,0,0,0,0,TRUE,28664100000,Mr. Harshal Joshi,0,3,Coins_SVGs-112.svg,inf194kb1bv1 idfc crisil gilt 2028 index fund index funds index funds growth,mf,IGIF2028DG,IDFC CRISIL GILT 2028 INDEX FUND DIRECT PLAN-GROWTH,INF194KB1BV1,10,90
INF200K01636,SBIMutualFund_MF,SBI Savings Fund,sbi savings fund,FALSE,TRUE,500,1,500,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Regular,T1,34.7597,23-12-2022,0.0204,19-07-2004,0.1,For exit within 3 business days from the date of allotment - 0.10%.For exit after 3 business days from the date of allotment - Nil.,0.76,4.2414,3.7847,4.414,5.2666,5.5933,FALSE,1.80618E+11,Mr. R Arun,0,3,Coins_SVGs-236.svg,inf200k01636 sbi savings fund debt money market growth,mf,MIF-FS-G,SBI SAVINGS FUND - REGULAR PLAN - GROWTH,INF200K01636,10,90
INF200K01644,SBIMutualFund_MF,SBI Savings Fund,sbi savings fund,FALSE,TRUE,500,1,500,50,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,28-02-2020,0.36,Debt,Money Market,Regular,T1,13.7062,23-12-2022,0.0204,19-07-2004,0.1,For exit within 3 business days from the date of allotment - 0.10%.For exit after 3 business days from the date of allotment - Nil.,0.76,4.2408,3.7846,3.9874,3.6434,3.436,FALSE,1.80618E+11,Mr. R Arun,0,3,Coins_SVGs-236.svg,inf200k01644 sbi savings fund debt money market dividend interim payout,mf,MIF-FS-DP,SBI SAVINGS FUND - REGULAR PLAN - IDCW PAYOUT,INF200K01644,10,90
INF200K01669,SBIMutualFund_MF,SBI Savings Fund,sbi savings fund,FALSE,TRUE,500,1,500,50,0.001,P,Dividend weekly payout,WEEKLY,dividend weekly payout,IDCW Weekly,27-03-2020,0.14,Debt,Money Market,Regular,T1,12.9348,23-12-2022,0.0209,29-11-2004,0.1,For exit within 3 business days from the date of allotment - 0.10%.For exit after 3 business days from the date of allotment - Nil.,0.76,4.2423,3.7861,3.9067,2.8918,2.3296,FALSE,1.80618E+11,Mr. R Arun,0,3,Coins_SVGs-236.svg,inf200k01669 sbi savings fund debt money market dividend weekly payout,mf,MIF-FS-WDP,SBI SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW PAYOUT,INF200K01669,10,90
INF200K01982,SBIMutualFund_MF,SBI Magnum Gilt Fund,sbi magnum gilt fund,FALSE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Regular,T1,54.1286,23-12-2022,-0.032,30-12-2000,0,Nil,0.93,4.2053,3.7206,6.245,7.8377,7.2634,FALSE,39011700000,Mr. Dinesh Ahuja,0,2,Coins_SVGs-236.svg,inf200k01982 sbi magnum gilt fund debt gilt growth,mf,MG-LR-G,SBI MAGNUM GILT FUND REGULAR GROWTH,INF200K01982,10,90
INF200K01990,SBIMutualFund_MF,SBI Magnum Gilt Fund,sbi magnum gilt fund,FALSE,TRUE,5000,1,1000,100,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,27-12-2019,1.585,Debt,Gilt,Regular,T1,16.6444,23-12-2022,-0.0318,30-12-2000,0,Nil,0.93,0.5418,1.8809,4.4585,4.9418,4.012,FALSE,39011700000,Mr. Dinesh Ahuja,0,2,Coins_SVGs-236.svg,inf200k01990 sbi magnum gilt fund debt gilt dividend interim payout,mf,MG-LR-DP,SBI MAGNUM GILT FUND REGULAR IDCW PAYOUT,INF200K01990,10,90
INF200K01AA6,SBIMutualFund_MF,SBI Magnum Gilt Fund,sbi magnum gilt fund,FALSE,FALSE,5000,1,1000,1,0.001,R,Dividend reinvest,INTERIM,dividend reinvest,Dividend reinvest,27-12-2019,1.585,Debt,Gilt,Regular,T1,16.6444,23-12-2022,-0.0318,30-12-2000,0,Nil,0.93,0.5418,1.8809,4.4585,4.9418,4.012,FALSE,39011700000,Mr. Dinesh Ahuja,0,2,Coins_SVGs-236.svg,inf200k01aa6 sbi magnum gilt fund debt gilt dividend reinvest,mf,MG-LR-DR,SBI MAGNUM GILT FUND REGULAR IDCW REINVESTMENT,INF200K01AA6,10,90
INF200K01AK5,SBIMutualFund_MF,SBI Magnum Gilt Fund - PF,sbi magnum gilt fund - pf,FALSE,TRUE,25000,1,5000,100,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Regular,T1,34.7491,23-12-2022,-0.0319,28-11-2003,0,Nil.,0.95,4.2055,3.7206,6.2476,7.8397,7.2648,FALSE,39011700000,Mr. Dinesh Ahuja,0,2,Coins_SVGs-236.svg,inf200k01ak5 sbi magnum gilt fund - pf debt gilt growth,mf,MG-LPR-G,SBI MAGNUM GILT FUND - LONG TERM - PF - REGULAR,INF200K01AK5,10,90
INF200K01AN9,SBIMutualFund_MF,SBI Magnum Constant Maturity Fund,sbi magnum constant maturity fund,FALSE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt with 10 year Constant Duration,Regular,T1,51.7592,23-12-2022,-0.0315,30-12-2000,0,Nil,0.63,1.2682,1.9938,5.0533,6.5832,7.3125,FALSE,8487300000,Mr. Dinesh Ahuja,0,3,Coins_SVGs-236.svg,inf200k01an9 sbi magnum constant maturity fund debt gilt with 10 year constant duration growth,mf,MG-S-G,SBI MAGNUM CONSTANT MATURITY FUND REGULAR GROWTH,INF200K01AN9,10,90
INF200K01AO7,SBIMutualFund_MF,SBI Magnum Constant Maturity Fund,sbi magnum constant maturity fund,FALSE,TRUE,5000,1,1000,100,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,28-02-2020,0.36,Debt,Gilt with 10 year Constant Duration,Regular,T1,16.8338,23-12-2022,-0.0315,30-12-2000,0,Nil,0.63,1.2681,1.9938,4.6982,5.1849,5.3737,FALSE,8487300000,Mr. Dinesh Ahuja,0,3,Coins_SVGs-236.svg,inf200k01ao7 sbi magnum constant maturity fund debt gilt with 10 year constant duration dividend interim payout,mf,MG-S-DP,SBI MAGNUM CONSTANT MATURITY FUND REGULAR IDCW PAYOUT,INF200K01AO7,10,90
INF200K01LQ9,SBIMutualFund_MF,SBI Overnight Fund,sbi overnight fund,FALSE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Regular,T1,3548.9047,23-12-2022,0.017,01-10-2002,0,Nil,0.18,4.5291,3.811,3.654,4.1484,4.555,FALSE,1.77383E+11,Mr. R Arun,0,1,Coins_SVGs-236.svg,inf200k01lq9 sbi overnight fund debt overnight growth,mf,SBIMICFFLT,SBI OVERNIGHT FUND REGULAR GROWTH,INF200K01LQ9,10,90
INF200K01MA1,SBIMutualFund_MF,SBI Liquid Fund,sbi liquid fund,FALSE,TRUE,500,1,500,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,3433.4186,23-12-2022,0.0178,22-03-2007,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.29,4.6814,3.9688,4.0515,4.6742,5.1968,FALSE,6.32539E+11,Mr. R Arun,0,2,Coins_SVGs-236.svg,inf200k01ma1 sbi liquid fund debt liquid growth,mf,SBIPLF,SBI LIQUID FUND REGULAR GROWTH,INF200K01MA1,10,90
INF200K01SH3,SBIMutualFund_MF,SBI Magnum Gilt Fund,sbi magnum gilt fund,TRUE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Direct,T1,56.6386,23-12-2022,-0.0307,01-01-2013,0,Nil,0.45,4.7062,4.2191,6.751,8.338,7.8018,TRUE,39011700000,Mr. Dinesh Ahuja,0,2,Coins_SVGs-236.svg,inf200k01sh3 sbi magnum gilt fund debt gilt growth,mf,MGFD040A,SBI MAGNUM GILT FUND DIRECT GROWTH,INF200K01SH3,10,90
INF200K01SZ5,SBIMutualFund_MF,SBI Savings Fund,sbi savings fund,TRUE,TRUE,500,1,500,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Direct,T1,36.8293,23-12-2022,0.022,01-01-2013,0.1,For exit within 3 business days from the date of allotment - 0.10%.For exit after 3 business days from the date of allotment - Nil.,0.23,4.793,4.3207,4.9733,5.8471,6.2095,TRUE,1.80618E+11,Mr. R Arun,0,3,Coins_SVGs-236.svg,inf200k01sz5 sbi savings fund debt money market growth,mf,SBISGDG,SBI SAVINGS FUND - DIRECT PLAN - GROWTH,INF200K01SZ5,10,90
INF200K01TK5,SBIMutualFund_MF,SBI Overnight Fund,sbi overnight fund,TRUE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Direct,T1,3588.3853,23-12-2022,0.0172,01-01-2013,0,Nil,0.1,4.6132,3.8908,3.7314,4.2241,4.6292,TRUE,1.77383E+11,Mr. R Arun,0,1,Coins_SVGs-236.svg,inf200k01tk5 sbi overnight fund debt overnight growth,mf,SBIOFDG,SBI OVERNIGHT FUND DIRECT GROWTH,INF200K01TK5,10,90
INF200K01UT4,SBIMutualFund_MF,SBI Liquid Fund,sbi liquid fund,TRUE,TRUE,500,1,500,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Direct,T1,3459.1196,23-12-2022,0.018,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.19,4.7862,4.0679,4.1449,4.765,5.2898,TRUE,6.32539E+11,Mr. R Arun,0,2,Coins_SVGs-236.svg,inf200k01ut4 sbi liquid fund debt liquid growth,mf,SBILFDG,SBI LIQUID FUND DIRECT GROWTH,INF200K01UT4,10,90
INF204K01BU4,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund,nippon india gilt securities fund,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Regular,T1,31.5744,23-12-2022,-0.0187,22-08-2008,0.25,0.25% if redeemed within 7 days.,1.57,2.0639,2.097,4.9876,6.6836,6.9201,FALSE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01bu4 nippon india gilt securities fund debt gilt growth,mf,RELGLSRPGP,NIPPON INDIA GILT SECURITIES FUND - GROWTH OPTION,INF204K01BU4,10,90
INF204K01BV2,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund,nippon india gilt securities fund,FALSE,TRUE,5000,1,1000,0.001,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,25-11-2022,0.91,Debt,Gilt,Regular,T1,10.5623,23-12-2022,-0.0189,22-08-2008,0.25,0.25% if redeemed within 7 days.,1.57,0.9577,0.3455,0.2844,-0.2713,0.6139,FALSE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01bv2 nippon india gilt securities fund debt gilt dividend interim payout,mf,RELGLSRPDP,NIPPON INDIA GILT SECURITIES FUND - DIV PLAN-IDCW PAYOUT OPTION,INF204K01BV2,10,90
INF204K01CB2,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund - PF Option-DefiMaturity Date Option,nippon india gilt securities fund - pf option-defimaturity date option,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Regular,T1,31.5744,23-12-2022,-0.0187,22-08-2008,0.25,0.25% if redeemed within 7 days.,1.59,2.0639,2.097,4.9876,6.6836,6.9201,FALSE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01cb2 nippon india gilt securities fund - pf option-defimaturity date option debt gilt growth,mf,RELGLSRMDO,NIPPON INDIA GILT SECURITIES FUND-P F OPT-DEFINED MATURITY DATE OPT,INF204K01CB2,10,90
INF204K01CC0,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund - PF Option-AutoCapital Appre Payout,nippon india gilt securities fund - pf option-autocapital appre payout,FALSE,TRUE,5000,1,1000,0.001,0.001,P,Dividend payout,null,dividend payout,IDCW Payout,,0,Debt,Gilt,Regular,T1,31.5744,23-12-2022,-0.0187,22-08-2008,0.25,0.25% if redeemed within 7 days.,1.59,2.0639,2.097,4.9876,6.6836,6.9201,FALSE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01cc0 nippon india gilt securities fund - pf option-autocapital appre payout debt gilt dividend payout,mf,RELGLSRACA,NIPPON INDIA GILT SEC FUND- P F OPT-AUTO CAP APPRECIATION PAYOUT,INF204K01CC0,10,90
INF204K01E70,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund Auto Capital Appre Payout,nippon india gilt securities fund auto capital appre payout,TRUE,TRUE,5000,1,1000,0.001,0.001,P,Dividend payout,null,dividend payout,IDCW Payout,,0,Debt,Gilt Medium & Long Term,Direct,T1,34.7988,23-12-2022,-0.0164,01-01-2013,0,0.25% if redeemed within 7 days.,0,3.0422,3.0808,5.9959,7.6942,7.9422,TRUE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01e70 nippon india gilt securities fund auto capital appre payout debt gilt medium & long term dividend payout,mf,RELGILDPAC,NIPPON INDIA GILT SECURITIES FUND DIRECT PLAN AUTOMATIC CAPITAL APPRECIATION PAYOUT OPTION IDCW PAYOUT,INF204K01E70,10,90
INF204K01E88,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund - Defined Maturity Date Op,nippon india gilt securities fund - defined maturity date op,TRUE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Direct,T1,34.9836,23-12-2022,-0.0163,23-07-2013,0.25,0.25% if redeemed within 7 days.,0.69,3.042,3.0808,5.9974,7.6964,7.9435,TRUE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01e88 nippon india gilt securities fund - defined maturity date op debt gilt growth,mf,RELGILDPDM,NIPPON INDIA GILT SECURITIES FUND DIRECT PLAN DEFINED MATURITY DATE OPTION GROWTH,INF204K01E88,10,90
INF204K01UL3,NipponIndiaMutualFund_MF,Nippon India Liquid Fund - Retail Plan,nippon india liquid fund - retail plan,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,4812.2961,23-12-2022,0.0159,18-03-1998,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.96,4.0534,3.3102,3.4053,4.042,4.5309,FALSE,3.03066E+11,Ms. Anju Chhajer,0,2,Coins_SVGs-194.svg,inf204k01ul3 nippon india liquid fund - retail plan debt liquid growth,mf,RELLIQTPGP,NIPPON INDIA LIQUID FUND - RETAIL OPTION - GROWTH OPTION,INF204K01UL3,10,90
INF204K01UN9,NipponIndiaMutualFund_MF,Nippon India Liquid Fund,nippon india liquid fund,FALSE,TRUE,1000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,5355.3162,23-12-2022,0.0175,10-12-2003,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.34,4.6945,3.9498,4.0648,4.7325,5.269,FALSE,3.03066E+11,Ms. Anju Chhajer,0,2,Coins_SVGs-194.svg,inf204k01un9 nippon india liquid fund debt liquid growth,mf,RELLIQTPIG,NIPPON INDIA LIQUID FUND - GROWTH PLAN - GROWTH OPTION,INF204K01UN9,10,90
INF204K01UO7,NipponIndiaMutualFund_MF,Nippon India Liquid Fund,nippon india liquid fund,FALSE,TRUE,1000,1,1000,0.001,0.001,P,Dividend monthly payout,MONTHLY,dividend monthly payout,IDCW Monthly,25-11-2022,0.869,Debt,Liquid,Regular,T1,1591.5231,23-12-2022,0.0175,10-12-2003,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.34,0.235,0.1423,0.0133,-0.0425,-0.0165,FALSE,3.03066E+11,Ms. Anju Chhajer,0,2,Coins_SVGs-194.svg,inf204k01uo7 nippon india liquid fund debt liquid dividend monthly payout,mf,RELLIQTIMP,NIPPON INDIA LIQUID FUND - MONTHLY IDCW PAYOUT,INF204K01UO7,10,90
INF204K01UY6,NipponIndiaMutualFund_MF,Nippon India Money Market Fund,nippon india money market fund,FALSE,FALSE,500,1,500,0.001,0.001,R,Dividend reinvest,DAILY,dividend reinvest,Dividend reinvest,01-06-2021,0.011,Debt,Money Market,Regular,T1,1003.6794,23-12-2022,0,16-06-2005,0,Nil.,0.34,0,-0.0085,0.0265,0.0687,0.0633,FALSE,1.01742E+11,Ms. Anju Chhajer,0,3,Coins_SVGs-194.svg,inf204k01uy6 nippon india money market fund debt money market dividend reinvest,mf,RELLQDTDDR,NIPPON INDIA MONEY MARKET FUND - DAILY IDCW REINVESTMENT,INF204K01UY6,10,90
INF204K01VA4,NipponIndiaMutualFund_MF,Nippon India Money Market Fund,nippon india money market fund,FALSE,TRUE,500,1,500,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Regular,T1,3443.9993,23-12-2022,0.0208,16-06-2005,0,Nil.,0.34,4.9277,4.3518,4.895,5.7205,6.1356,FALSE,1.01742E+11,Ms. Anju Chhajer,0,3,Coins_SVGs-194.svg,inf204k01va4 nippon india money market fund debt money market growth,mf,RELLQDTYGP,NIPPON INDIA MONEY MARKET FUND - GROWTH PLAN GROWTH OPTION,INF204K01VA4,10,90
INF204K01VB2,NipponIndiaMutualFund_MF,Nippon India Money Market Fund,nippon india money market fund,FALSE,TRUE,500,1,500,0.001,0.001,P,Dividend monthly payout,MONTHLY,dividend monthly payout,IDCW Monthly,25-11-2022,0.567,Debt,Money Market,Regular,T1,1017.3336,23-12-2022,0.0208,16-06-2005,0,Nil.,0.34,0.4302,0.3136,0.2283,0.209,0.2225,FALSE,1.01742E+11,Ms. Anju Chhajer,0,3,Coins_SVGs-194.svg,inf204k01vb2 nippon india money market fund debt money market dividend monthly payout,mf,RELLQDTMDP,NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW PAYOUT,INF204K01VB2,10,90
INF204K01VD8,NipponIndiaMutualFund_MF,Nippon India Money Market Fund,nippon india money market fund,FALSE,TRUE,500,1,500,0.001,0.001,P,Dividend quarterly payout,QUARTERLY,dividend quarterly payout,IDCW Quarterly,19-09-2022,1.47,Debt,Money Market,Regular,T1,1009.9948,23-12-2022,0.0208,16-06-2005,0,Nil,0.34,0.0882,0.0259,0.1101,0.1199,0.1248,FALSE,1.01742E+11,Ms. Anju Chhajer,0,3,Coins_SVGs-194.svg,inf204k01vd8 nippon india money market fund debt money market dividend quarterly payout,mf,RELLQDTQDP,NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW PLAN PAYOUT,INF204K01VD8,10,90
INF204K01XP8,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund,nippon india gilt securities fund,TRUE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Direct,T1,34.8893,23-12-2022,-0.0163,01-01-2013,0.25,0.25% if redeemed within 7 days.,0.63,3.042,3.0808,5.997,7.695,7.9428,TRUE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01xp8 nippon india gilt securities fund debt gilt growth,mf,RELGILDPGP,NIPPON INDIA GILT SECURITIES FUND DIRECT PLAN GROWTH PLAN GROWTH,INF204K01XP8,10,90
INF204K01XQ6,NipponIndiaMutualFund_MF,Nippon India Gilt Securities Fund,nippon india gilt securities fund,TRUE,TRUE,5000,1,1000,0.001,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,25-11-2022,1.089,Debt,Gilt,Direct,T1,11.6506,23-12-2022,-0.0163,01-01-2013,0.25,0.25% if redeemed within 7 days.,0.63,1.4216,0.5928,0.5692,-0.1247,0.8533,TRUE,11323600000,Mr. Pranay Sinha,0,2,Coins_SVGs-194.svg,inf204k01xq6 nippon india gilt securities fund debt gilt dividend interim payout,mf,RELGILDPDP,NIPPON INDIA GILT SECURITIES FUND DIRECT PLAN DIVIDEND PLAN IDCW PAYOUT,INF204K01XQ6,10,90
INF204K01ZH0,NipponIndiaMutualFund_MF,Nippon India Liquid Fund,nippon india liquid fund,TRUE,TRUE,1000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Direct,T1,5406.0403,23-12-2022,0.0179,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.2,4.8407,4.0982,4.1988,4.8546,5.3841,TRUE,3.03066E+11,Ms. Anju Chhajer,0,2,Coins_SVGs-194.svg,inf204k01zh0 nippon india liquid fund debt liquid growth,mf,RELLTPDPGP,NIPPON INDIA LIQUID FUND - DIRECT GROWTH PLAN - GROWTH OPTION,INF204K01ZH0,10,90
INF204K01ZI8,NipponIndiaMutualFund_MF,Nippon India Liquid Fund,nippon india liquid fund,TRUE,TRUE,1000,1,1000,0.001,0.001,P,Dividend monthly payout,MONTHLY,dividend monthly payout,IDCW Monthly,25-11-2022,0.89,Debt,Liquid,Direct,T1,1595.0139,23-12-2022,0.0179,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.2,0.2351,0.1436,0.0148,-0.0413,-0.0154,TRUE,3.03066E+11,Ms. Anju Chhajer,0,2,Coins_SVGs-194.svg,inf204k01zi8 nippon india liquid fund debt liquid dividend monthly payout,mf,RELLTPDPMD,NIPPON INDIA LIQUID FUND - DIRECT MONTHLY IDCW PAYOUT,INF204K01ZI8,10,90
INF204K01ZJ6,NipponIndiaMutualFund_MF,Nippon India Liquid Fund,nippon india liquid fund,FALSE,FALSE,1000,1,1000,0.001,0.001,R,Dividend reinvest,MONTHLY,dividend reinvest,Dividend reinvest,25-11-2022,0.89,Debt,Liquid,Direct,T1,1595.0139,23-12-2022,0.0179,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.2,0.2351,0.1436,0.0148,-0.0413,-0.0154,FALSE,3.03066E+11,Ms. Anju Chhajer,0,2,Coins_SVGs-194.svg,inf204k01zj6 nippon india liquid fund debt liquid dividend reinvest,mf,RELLTPDPMD,NIPPON INDIA LIQUID FUND - DIRECT MONTHLY IDCW REINVESTMENT,INF204K01ZJ6,10,90
